timestamp,ticker,side,expiry,strike,entry_mid,delta,iv,open_interest,volume,spread_pct,dte,status,best_seen,touched_at
2025-10-02 18:27:59,TSLA,CALL,2025-10-10,440.0,15.375,0.6512711039624501,0.5477340148925782,3479,3706,0.0097560975609755,8,OPEN,15.375,
2025-10-02 18:27:59,TSLA,CALL,2025-10-10,442.5,14.225,0.6455965079622368,0.5491378094482424,1469,1937,0.0105448154657293,8,OPEN,14.225,
2025-10-02 18:27:59,NVDA,CALL,2025-10-10,190.0,3.475,0.6443099275856691,0.3380193151855468,30996,44176,0.014388489208633,8,OPEN,3.475,
2025-10-02 18:27:59,NVDA,CALL,2025-10-10,187.5,4.824999999999999,0.657542691696384,0.3471744970703124,15207,14271,0.010362694300518,8,OPEN,4.824999999999999,
2025-10-02 18:27:59,META,CALL,2025-10-10,725.0,14.6,0.6515630836557397,0.3107979077148437,907,3326,0.0136986301369862,8,OPEN,14.6,
2025-10-02 18:27:59,META,CALL,2025-10-10,727.5,13.175,0.6481201977373112,0.3057930749511719,284,723,0.0113851992409867,8,OPEN,13.175,
2025-10-02 18:27:59,AMD,CALL,2025-10-10,170.0,4.925000000000001,0.6489105935521947,0.4737601452636719,13436,24375,0.0101522842639593,8,OPEN,4.925000000000001,
2025-10-02 18:27:59,AMD,CALL,2025-10-10,167.5,6.25,0.6636324965881918,0.4788870471191406,4094,5277,0.0159999999999999,8,OPEN,6.25,
2025-10-02 18:27:59,AMZN,CALL,2025-10-10,222.5,3.975,0.6479282709071497,0.3034737622070312,5122,8675,0.0125786163522012,8,OPEN,3.975,
2025-10-02 18:27:59,AMZN,CALL,2025-10-10,220.0,5.35,0.6591875038183053,0.3107979077148437,6751,9385,0.0186915887850468,8,OPEN,5.35,
2025-10-02 18:27:59,GOOGL,CALL,2025-10-10,245.0,4.225,0.6470320085083172,0.3037179003906249,2843,2080,0.0355029585798815,8,OPEN,4.225,
2025-10-02 18:27:59,GOOGL,CALL,2025-10-10,242.5,5.575,0.6572663757684365,0.3088448022460937,930,664,0.0269058295964126,8,OPEN,5.575,
2025-10-02 18:27:59,NFLX,CALL,2025-10-10,1160.0,23.725,0.6515879663377193,0.3185492950439452,227,830,0.0316122233930453,8,OPEN,23.725,
2025-10-02 18:27:59,NFLX,CALL,2025-10-10,1165.0,21.125,0.6472844661926233,0.3161842063903808,292,466,0.0355029585798816,8,OPEN,21.125,
